,Name,Fxс,s,alpha
90,gga_x_pbe gga_c_pbe,1.1387250108039204,0.45045045045045046,0.0
91,gga_x_pbe gga_c_pbe,1.1390363465959055,0.45545545545545546,0.0
92,gga_x_pbe gga_c_pbe,1.1393548273302605,0.46046046046046046,0.0
93,gga_x_pbe gga_c_pbe,1.1396804876080069,0.46546546546546547,0.0
94,gga_x_pbe gga_c_pbe,1.1400133599830147,0.47047047047047047,0.0
95,gga_x_pbe gga_c_pbe,1.1403534749788156,0.4754754754754755,0.0
96,gga_x_pbe gga_c_pbe,1.14070086110639,0.4804804804804805,0.0
97,gga_x_pbe gga_c_pbe,1.1410555448828603,0.4854854854854855,0.0
98,gga_x_pbe gga_c_pbe,1.1414175508510251,0.4904904904904905,0.0
99,gga_x_pbe gga_c_pbe,1.1417869015996804,0.4954954954954955,0.0
100,gga_x_pbe gga_c_pbe,1.1421636177846628,0.5005005005005005,0.0
101,gga_x_pbe gga_c_pbe,1.142547718150561,0.5055055055055055,0.0
102,gga_x_pbe gga_c_pbe,1.1429392195530417,0.5105105105105106,0.0
103,gga_x_pbe gga_c_pbe,1.1433381369817373,0.5155155155155156,0.0
104,gga_x_pbe gga_c_pbe,1.143744483583648,0.5205205205205206,0.0
105,gga_x_pbe gga_c_pbe,1.1441582706870046,0.5255255255255256,0.0
106,gga_x_pbe gga_c_pbe,1.1445795078255558,0.5305305305305306,0.0
107,gga_x_pbe gga_c_pbe,1.1450082027632298,0.5355355355355356,0.0
108,gga_x_pbe gga_c_pbe,1.1454443615191299,0.5405405405405406,0.0
109,gga_x_pbe gga_c_pbe,1.1458879883928272,0.5455455455455456,0.0
110,gga_x_pbe gga_c_pbe,1.146339085989914,0.5505505505505506,0.0
111,gga_x_pbe gga_c_pbe,1.146797655247776,0.5555555555555556,0.0
112,gga_x_pbe gga_c_pbe,1.1472636954615574,0.5605605605605606,0.0
113,gga_x_pbe gga_c_pbe,1.147737204310282,0.5655655655655656,0.0
114,gga_x_pbe gga_c_pbe,1.1482181778831033,0.5705705705705706,0.0
115,gga_x_pbe gga_c_pbe,1.148706610705652,0.5755755755755756,0.0
116,gga_x_pbe gga_c_pbe,1.1492024957664577,0.5805805805805806,0.0
117,gga_x_pbe gga_c_pbe,1.1497058245434155,0.5855855855855856,0.0
118,gga_x_pbe gga_c_pbe,1.1502165870302792,0.5905905905905906,0.0
119,gga_x_pbe gga_c_pbe,1.1507347717631509,0.5955955955955956,0.0
120,gga_x_pbe gga_c_pbe,1.1512603658469547,0.6006006006006006,0.0
121,gga_x_pbe gga_c_pbe,1.1517933549818684,0.6056056056056056,0.0
122,gga_x_pbe gga_c_pbe,1.1523337234896975,0.6106106106106106,0.0
123,gga_x_pbe gga_c_pbe,1.152881454340175,0.6156156156156156,0.0
124,gga_x_pbe gga_c_pbe,1.1534365291771682,0.6206206206206206,0.0
125,gga_x_pbe gga_c_pbe,1.1539989283447811,0.6256256256256256,0.0
126,gga_x_pbe gga_c_pbe,1.1545686309133372,0.6306306306306306,0.0
127,gga_x_pbe gga_c_pbe,1.1551456147052266,0.6356356356356356,0.0
128,gga_x_pbe gga_c_pbe,1.155729856320612,0.6406406406406406,0.0
129,gga_x_pbe gga_c_pbe,1.1563213311629783,0.6456456456456456,0.0
130,gga_x_pbe gga_c_pbe,1.1569200134645155,0.6506506506506506,0.0
131,gga_x_pbe gga_c_pbe,1.157525876311327,0.6556556556556556,0.0
132,gga_x_pbe gga_c_pbe,1.1581388916684563,0.6606606606606606,0.0
133,gga_x_pbe gga_c_pbe,1.1587590304047213,0.6656656656656657,0.0
134,gga_x_pbe gga_c_pbe,1.1593862623173494,0.6706706706706707,0.0
135,gga_x_pbe gga_c_pbe,1.1600205561564114,0.6756756756756757,0.0
136,gga_x_pbe gga_c_pbe,1.160661879649043,0.6806806806806807,0.0
137,gga_x_pbe gga_c_pbe,1.1613101995234494,0.6856856856856857,0.0
138,gga_x_pbe gga_c_pbe,1.1619654815326932,0.6906906906906907,0.0
139,gga_x_pbe gga_c_pbe,1.162627690478256,0.6956956956956957,0.0
140,gga_x_pbe gga_c_pbe,1.163296790233373,0.7007007007007007,0.0
141,gga_x_pbe gga_c_pbe,1.1639727437661354,0.7057057057057057,0.0
142,gga_x_pbe gga_c_pbe,1.1646555131623606,0.7107107107107107,0.0
143,gga_x_pbe gga_c_pbe,1.1653450596482235,0.7157157157157157,0.0
144,gga_x_pbe gga_c_pbe,1.166041343612654,0.7207207207207207,0.0
145,gga_x_pbe gga_c_pbe,1.1667443246294884,0.7257257257257257,0.0
146,gga_x_pbe gga_c_pbe,1.1674539614793846,0.7307307307307307,0.0
147,gga_x_pbe gga_c_pbe,1.1681702121714939,0.7357357357357357,0.0
148,gga_x_pbe gga_c_pbe,1.1688930339648849,0.7407407407407407,0.0
149,gga_x_pbe gga_c_pbe,1.1696223833897301,0.7457457457457457,0.0
150,gga_x_pbe gga_c_pbe,1.1703582162682449,0.7507507507507507,0.0
151,gga_x_pbe gga_c_pbe,1.1711004877353808,0.7557557557557557,0.0
152,gga_x_pbe gga_c_pbe,1.171849152259277,0.7607607607607607,0.0
153,gga_x_pbe gga_c_pbe,1.1726041636614668,0.7657657657657657,0.0
154,gga_x_pbe gga_c_pbe,1.173365475136839,0.7707707707707707,0.0
155,gga_x_pbe gga_c_pbe,1.1741330392733587,0.7757757757757757,0.0
156,gga_x_pbe gga_c_pbe,1.1749068080715421,0.7807807807807807,0.0
157,gga_x_pbe gga_c_pbe,1.1756867329636933,0.7857857857857857,0.0
158,gga_x_pbe gga_c_pbe,1.1764727648328968,0.7907907907907907,0.0
159,gga_x_pbe gga_c_pbe,1.177264854031771,0.7957957957957957,0.0
160,gga_x_pbe gga_c_pbe,1.1780629504009836,0.8008008008008007,0.0
161,gga_x_pbe gga_c_pbe,1.1788670032875286,0.8058058058058059,0.0
162,gga_x_pbe gga_c_pbe,1.1796769615627662,0.8108108108108109,0.0
163,gga_x_pbe gga_c_pbe,1.1804927736402273,0.8158158158158159,0.0
164,gga_x_pbe gga_c_pbe,1.181314387493185,0.8208208208208209,0.0
165,gga_x_pbe gga_c_pbe,1.1821417506719925,0.8258258258258259,0.0
166,gga_x_pbe gga_c_pbe,1.1829748103211877,0.8308308308308309,0.0
167,gga_x_pbe gga_c_pbe,1.1838135131963714,0.8358358358358359,0.0
168,gga_x_pbe gga_c_pbe,1.1846578056808548,0.8408408408408409,0.0
169,gga_x_pbe gga_c_pbe,1.1855076338020791,0.8458458458458459,0.0
170,gga_x_pbe gga_c_pbe,1.1863629432478107,0.8508508508508509,0.0
171,gga_x_pbe gga_c_pbe,1.1872236793821112,0.8558558558558559,0.0
172,gga_x_pbe gga_c_pbe,1.1880897872610843,0.8608608608608609,0.0
173,gga_x_pbe gga_c_pbe,1.1889612116484036,0.8658658658658659,0.0
174,gga_x_pbe gga_c_pbe,1.1898378970306172,0.8708708708708709,0.0
175,gga_x_pbe gga_c_pbe,1.1907197876322355,0.8758758758758759,0.0
176,gga_x_pbe gga_c_pbe,1.191606827430601,0.8808808808808809,0.0
177,gga_x_pbe gga_c_pbe,1.1924989601705456,0.8858858858858859,0.0
178,gga_x_pbe gga_c_pbe,1.1933961293788282,0.8908908908908909,0.0
179,gga_x_pbe gga_c_pbe,1.1942982783783644,0.8958958958958959,0.0
180,gga_x_pbe gga_c_pbe,1.195205350302243,0.9009009009009009,0.0
181,gga_x_pbe gga_c_pbe,1.1961172881075322,0.9059059059059059,0.0
182,gga_x_pbe gga_c_pbe,1.197034034588878,0.9109109109109109,0.0
183,gga_x_pbe gga_c_pbe,1.1979555323918933,0.9159159159159159,0.0
184,gga_x_pbe gga_c_pbe,1.198881724026347,0.9209209209209209,0.0
185,gga_x_pbe gga_c_pbe,1.1998125518791394,0.9259259259259259,0.0
186,gga_x_pbe gga_c_pbe,1.2007479582270824,0.9309309309309309,0.0
187,gga_x_pbe gga_c_pbe,1.201687885249476,0.9359359359359359,0.0
188,gga_x_pbe gga_c_pbe,1.2026322750404785,0.9409409409409409,0.0
189,gga_x_pbe gga_c_pbe,1.2035810696212883,0.9459459459459459,0.0
190,gga_x_pbe gga_c_pbe,1.2045342109521158,0.950950950950951,0.0
191,gga_x_pbe gga_c_pbe,1.2054916409439675,0.955955955955956,0.0
192,gga_x_pbe gga_c_pbe,1.2064533014702317,0.960960960960961,0.0
193,gga_x_pbe gga_c_pbe,1.2074191343780656,0.965965965965966,0.0
194,gga_x_pbe gga_c_pbe,1.208389081499598,0.970970970970971,0.0
195,gga_x_pbe gga_c_pbe,1.2093630846629329,0.975975975975976,0.0
196,gga_x_pbe gga_c_pbe,1.2103410857029657,0.980980980980981,0.0
197,gga_x_pbe gga_c_pbe,1.21132302647201,0.985985985985986,0.0
198,gga_x_pbe gga_c_pbe,1.2123088488502347,0.990990990990991,0.0
199,gga_x_pbe gga_c_pbe,1.2132984947559144,0.995995995995996,0.0
200,gga_x_pbe gga_c_pbe,1.2142919061554982,1.001001001001001,0.0
201,gga_x_pbe gga_c_pbe,1.2152890250734851,1.006006006006006,0.0
202,gga_x_pbe gga_c_pbe,1.2162897936021257,1.011011011011011,0.0
203,gga_x_pbe gga_c_pbe,1.2172941539109345,1.016016016016016,0.0
204,gga_x_pbe gga_c_pbe,1.218302048256025,1.021021021021021,0.0
205,gga_x_pbe gga_c_pbe,1.219313418989263,1.026026026026026,0.0
206,gga_x_pbe gga_c_pbe,1.2203282085672418,1.031031031031031,0.0
207,gga_x_pbe gga_c_pbe,1.2213463595600809,1.0360360360360361,0.0
208,gga_x_pbe gga_c_pbe,1.222367814660046,1.0410410410410411,0.0
209,gga_x_pbe gga_c_pbe,1.2233925166899966,1.0460460460460461,0.0
210,gga_x_pbe gga_c_pbe,1.224420408611657,1.0510510510510511,0.0
211,gga_x_pbe gga_c_pbe,1.2254514335337172,1.0560560560560561,0.0
212,gga_x_pbe gga_c_pbe,1.2264855347197603,1.0610610610610611,0.0
213,gga_x_pbe gga_c_pbe,1.2275226555960195,1.0660660660660661,0.0
214,gga_x_pbe gga_c_pbe,1.2285627397589687,1.0710710710710711,0.0
215,gga_x_pbe gga_c_pbe,1.2296057309827415,1.0760760760760761,0.0
216,gga_x_pbe gga_c_pbe,1.230651573226386,1.0810810810810811,0.0
217,gga_x_pbe gga_c_pbe,1.231700210640955,1.0860860860860861,0.0
218,gga_x_pbe gga_c_pbe,1.2327515875764279,1.0910910910910911,0.0
219,gga_x_pbe gga_c_pbe,1.2338056485884752,1.0960960960960962,0.0
220,gga_x_pbe gga_c_pbe,1.2348623384450585,1.1011011011011012,0.0
221,gga_x_pbe gga_c_pbe,1.2359216021328692,1.1061061061061062,0.0
222,gga_x_pbe gga_c_pbe,1.2369833848636123,1.1111111111111112,0.0
223,gga_x_pbe gga_c_pbe,1.2380476320801281,1.1161161161161162,0.0
224,gga_x_pbe gga_c_pbe,1.23911428946236,1.1211211211211212,0.0
225,gga_x_pbe gga_c_pbe,1.240183302933167,1.1261261261261262,0.0
226,gga_x_pbe gga_c_pbe,1.2412546186639841,1.1311311311311312,0.0
227,gga_x_pbe gga_c_pbe,1.2423281830803272,1.1361361361361362,0.0
228,gga_x_pbe gga_c_pbe,1.2434039428671493,1.1411411411411412,0.0
229,gga_x_pbe gga_c_pbe,1.2444818449740476,1.1461461461461462,0.0
230,gga_x_pbe gga_c_pbe,1.2455618366203225,1.1511511511511512,0.0
231,gga_x_pbe gga_c_pbe,1.2466438652998877,1.1561561561561562,0.0
232,gga_x_pbe gga_c_pbe,1.2477278787860386,1.1611611611611612,0.0
233,gga_x_pbe gga_c_pbe,1.2488138251360759,1.1661661661661662,0.0
234,gga_x_pbe gga_c_pbe,1.2499016526957833,1.1711711711711712,0.0
235,gga_x_pbe gga_c_pbe,1.250991310103772,1.1761761761761762,0.0
236,gga_x_pbe gga_c_pbe,1.252082746295677,1.1811811811811812,0.0
237,gga_x_pbe gga_c_pbe,1.2531759105082239,1.1861861861861862,0.0
238,gga_x_pbe gga_c_pbe,1.2542707522831535,1.1911911911911912,0.0
239,gga_x_pbe gga_c_pbe,1.2553672214710137,1.1961961961961962,0.0
240,gga_x_pbe gga_c_pbe,1.2564652682348192,1.2012012012012012,0.0
241,gga_x_pbe gga_c_pbe,1.2575648430535782,1.2062062062062062,0.0
242,gga_x_pbe gga_c_pbe,1.2586658967256883,1.2112112112112112,0.0
243,gga_x_pbe gga_c_pbe,1.2597683803722062,1.2162162162162162,0.0
244,gga_x_pbe gga_c_pbe,1.260872245439988,1.2212212212212212,0.0
245,gga_x_pbe gga_c_pbe,1.2619774437047058,1.2262262262262262,0.0
246,gga_x_pbe gga_c_pbe,1.263083927273738,1.2312312312312312,0.0
247,gga_x_pbe gga_c_pbe,1.264191648588942,1.2362362362362362,0.0
248,gga_x_pbe gga_c_pbe,1.265300560429299,1.2412412412412412,0.0
249,gga_x_pbe gga_c_pbe,1.2664106159134483,1.2462462462462462,0.0
250,gga_x_pbe gga_c_pbe,1.2675217685020972,1.2512512512512513,0.0
251,gga_x_pbe gga_c_pbe,1.268633972000318,1.2562562562562563,0.0
252,gga_x_pbe gga_c_pbe,1.269747180559731,1.2612612612612613,0.0
253,gga_x_pbe gga_c_pbe,1.2708613486805747,1.2662662662662663,0.0
254,gga_x_pbe gga_c_pbe,1.2719764312136639,1.2712712712712713,0.0
255,gga_x_pbe gga_c_pbe,1.2730923833622398,1.2762762762762763,0.0
256,gga_x_pbe gga_c_pbe,1.2742091606837127,1.2812812812812813,0.0
257,gga_x_pbe gga_c_pbe,1.275326719091296,1.2862862862862863,0.0
258,gga_x_pbe gga_c_pbe,1.27644501485554,1.2912912912912913,0.0
259,gga_x_pbe gga_c_pbe,1.27756400460576,1.2962962962962963,0.0
260,gga_x_pbe gga_c_pbe,1.2786836453313628,1.3013013013013013,0.0
261,gga_x_pbe gga_c_pbe,1.2798038943830776,1.3063063063063063,0.0
262,gga_x_pbe gga_c_pbe,1.2809247094740839,1.3113113113113113,0.0
263,gga_x_pbe gga_c_pbe,1.2820460486810472,1.3163163163163163,0.0
264,gga_x_pbe gga_c_pbe,1.2831678704450584,1.3213213213213213,0.0
265,gga_x_pbe gga_c_pbe,1.284290133572481,1.3263263263263263,0.0
266,gga_x_pbe gga_c_pbe,1.2854127972357061,1.3313313313313313,0.0
267,gga_x_pbe gga_c_pbe,1.2865358209738194,1.3363363363363363,0.0
268,gga_x_pbe gga_c_pbe,1.2876591646931779,1.3413413413413413,0.0
269,gga_x_pbe gga_c_pbe,1.288782788667903,1.3463463463463463,0.0
270,gga_x_pbe gga_c_pbe,1.2899066535402863,1.3513513513513513,0.0
271,gga_x_pbe gga_c_pbe,1.2910307203211138,1.3563563563563563,0.0
272,gga_x_pbe gga_c_pbe,1.2921549503899064,1.3613613613613613,0.0
273,gga_x_pbe gga_c_pbe,1.293279305495086,1.3663663663663663,0.0
274,gga_x_pbe gga_c_pbe,1.2944037477540544,1.3713713713713713,0.0
275,gga_x_pbe gga_c_pbe,1.295528239653205,1.3763763763763763,0.0
276,gga_x_pbe gga_c_pbe,1.2966527440478512,1.3813813813813813,0.0
277,gga_x_pbe gga_c_pbe,1.2977772241620857,1.3863863863863863,0.0
278,gga_x_pbe gga_c_pbe,1.2989016435885674,1.3913913913913913,0.0
279,gga_x_pbe gga_c_pbe,1.300025966288236,1.3963963963963963,0.0
280,gga_x_pbe gga_c_pbe,1.301150156589959,1.4014014014014013,0.0
281,gga_x_pbe gga_c_pbe,1.3022741791901111,1.4064064064064064,0.0
282,gga_x_pbe gga_c_pbe,1.3033979991520854,1.4114114114114114,0.0
283,gga_x_pbe gga_c_pbe,1.3045215819057459,1.4164164164164164,0.0
284,gga_x_pbe gga_c_pbe,1.305644893246808,1.4214214214214214,0.0
285,gga_x_pbe gga_c_pbe,1.3067678993361678,1.4264264264264264,0.0
286,gga_x_pbe gga_c_pbe,1.3078905666991627,1.4314314314314314,0.0
287,gga_x_pbe gga_c_pbe,1.309012862224779,1.4364364364364364,0.0
288,gga_x_pbe gga_c_pbe,1.3101347531647993,1.4414414414414414,0.0
289,gga_x_pbe gga_c_pbe,1.3112562071328953,1.4464464464464464,0.0
290,gga_x_pbe gga_c_pbe,1.3123771921036662,1.4514514514514514,0.0
291,gga_x_pbe gga_c_pbe,1.3134976764116262,1.4564564564564564,0.0
292,gga_x_pbe gga_c_pbe,1.314617628750135,1.4614614614614614,0.0
293,gga_x_pbe gga_c_pbe,1.3157370181702852,1.4664664664664664,0.0
294,gga_x_pbe gga_c_pbe,1.3168558140797348,1.4714714714714714,0.0
295,gga_x_pbe gga_c_pbe,1.317973986241497,1.4764764764764764,0.0
296,gga_x_pbe gga_c_pbe,1.31909150477268,1.4814814814814814,0.0
297,gga_x_pbe gga_c_pbe,1.320208340143185,1.4864864864864864,0.0
298,gga_x_pbe gga_c_pbe,1.3213244631743601,1.4914914914914914,0.0
299,gga_x_pbe gga_c_pbe,1.3224398450376098,1.4964964964964964,0.0
300,gga_x_pbe gga_c_pbe,1.3235544572529654,1.5015015015015014,0.0
301,gga_x_pbe gga_c_pbe,1.3246682716876166,1.5065065065065064,0.0
302,gga_x_pbe gga_c_pbe,1.325781260554402,1.5115115115115114,0.0
303,gga_x_pbe gga_c_pbe,1.3268933964102652,1.5165165165165164,0.0
304,gga_x_pbe gga_c_pbe,1.328004652154672,1.5215215215215214,0.0
305,gga_x_pbe gga_c_pbe,1.3291150010279948,1.5265265265265264,0.0
306,gga_x_pbe gga_c_pbe,1.330224416609863,1.5315315315315314,0.0
307,gga_x_pbe gga_c_pbe,1.33133287281748,1.5365365365365364,0.0
308,gga_x_pbe gga_c_pbe,1.3324403439039079,1.5415415415415414,0.0
309,gga_x_pbe gga_c_pbe,1.333546804456326,1.5465465465465464,0.0
310,gga_x_pbe gga_c_pbe,1.3346522293942547,1.5515515515515514,0.0
311,gga_x_pbe gga_c_pbe,1.3357565939677543,1.5565565565565564,0.0
312,gga_x_pbe gga_c_pbe,1.336859873755598,1.5615615615615615,0.0
313,gga_x_pbe gga_c_pbe,1.3379620446634144,1.5665665665665665,0.0
314,gga_x_pbe gga_c_pbe,1.3390630829218093,1.5715715715715715,0.0
315,gga_x_pbe gga_c_pbe,1.340162965084461,1.5765765765765765,0.0
316,gga_x_pbe gga_c_pbe,1.341261668026195,1.5815815815815815,0.0
317,gga_x_pbe gga_c_pbe,1.3423591689410337,1.5865865865865865,0.0
318,gga_x_pbe gga_c_pbe,1.343455445340226,1.5915915915915915,0.0
319,gga_x_pbe gga_c_pbe,1.3445504750502597,1.5965965965965965,0.0
320,gga_x_pbe gga_c_pbe,1.3456442362108498,1.6016016016016015,0.0
321,gga_x_pbe gga_c_pbe,1.346736707272913,1.6066066066066067,0.0
322,gga_x_pbe gga_c_pbe,1.347827866996522,1.6116116116116117,0.0
323,gga_x_pbe gga_c_pbe,1.3489176944488432,1.6166166166166167,0.0
324,gga_x_pbe gga_c_pbe,1.3500061690020626,1.6216216216216217,0.0
325,gga_x_pbe gga_c_pbe,1.3510932703312915,1.6266266266266267,0.0
326,gga_x_pbe gga_c_pbe,1.3521789784124625,1.6316316316316317,0.0
327,gga_x_pbe gga_c_pbe,1.3532632735202093,1.6366366366366367,0.0
328,gga_x_pbe gga_c_pbe,1.354346136225738,1.6416416416416417,0.0
329,gga_x_pbe gga_c_pbe,1.355427547394682,1.6466466466466467,0.0
330,gga_x_pbe gga_c_pbe,1.3565074881849495,1.6516516516516517,0.0
331,gga_x_pbe gga_c_pbe,1.3575859400445611,1.6566566566566567,0.0
332,gga_x_pbe gga_c_pbe,1.3586628847094755,1.6616616616616617,0.0
333,gga_x_pbe gga_c_pbe,1.359738304201409,1.6666666666666667,0.0
334,gga_x_pbe gga_c_pbe,1.360812180825647,1.6716716716716717,0.0
335,gga_x_pbe gga_c_pbe,1.3618844971688466,1.6766766766766767,0.0
336,gga_x_pbe gga_c_pbe,1.3629552360968338,1.6816816816816818,0.0
337,gga_x_pbe gga_c_pbe,1.364024380752395,1.6866866866866868,0.0
338,gga_x_pbe gga_c_pbe,1.3650919145530647,1.6916916916916918,0.0
339,gga_x_pbe gga_c_pbe,1.366157821188904,1.6966966966966968,0.0
340,gga_x_pbe gga_c_pbe,1.3672220846202803,1.7017017017017018,0.0
341,gga_x_pbe gga_c_pbe,1.3682846890756415,1.7067067067067068,0.0
342,gga_x_pbe gga_c_pbe,1.3693456190492859,1.7117117117117118,0.0
